general_plant_id,sunlight,watering,drought_tolerant,absolute_min_temp_c
1435,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1436,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1437,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1438,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1439,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1440,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1441,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1442,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1443,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1444,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1445,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1446,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1447,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1448,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1449,"[""Deep shade"", "" Filtered shade"", "" Full sun only if soil kept moist"", "" Part sun/part shade""]",Average,False,-28.9
1450,"[""Full sun"", ""part shade""]",Average,True,-34.4
1451,"[""Full sun"", ""part shade""]",Average,True,-28.9
1452,"[""Full sun"", ""part shade""]",Average,True,-34.4
1453,"[""full sun"", ""part sun/part shade""]",Frequent,False,-23.3
1455,"[""full sun"", ""part sun/part shade""]",Frequent,True,-12.2
1456,"[""full sun""]",Frequent,True,-6.7
1457,"[""part shade"", ""part sun/part shade""]",Average,False,-6.7
1458,"[""Part shade""]",Average,True,-12.2
1459,"[""Full sun""]",Frequent,True,-28.9
1460,"[""Full sun""]",Frequent,True,-28.9
1461,"[""Full sun""]",Frequent,True,-28.9
1462,"[""Full sun""]",Frequent,True,-34.4
1463,"[""full sun""]",Frequent,True,-34.4
1464,"[""Full sun""]",Minimum,True,-28.9
1465,"[""Full sun""]",Minimum,True,-28.9
1466,"[""Full sun""]",Minimum,True,-28.9
1467,"[""Full sun""]",Frequent,True,-23.3
1468,"[""part sun/part shade"", ""filtered shade""]",Frequent,False,-17.8
1469,"[""part shade"", ""part sun/part shade""]",Average,False,4.4
1470,"[""part shade"", ""part sun/part shade""]",Average,False,4.4
1471,"[""part shade"", ""part sun/part shade""]",Average,False,4.4
1472,"[""Part shade"", ""full shade""]",Average,True,-1.1
1473,"[""full sun""]",Average,False,-45.6
1474,"[""full sun""]",Frequent,False,-6.7
1475,"[""Full sun""]",Average,True,-6.7
1476,"[""part shade"", ""full shade""]",Average,False,-45.6
1477,"[""Full sun""]",Average,True,-6.7
1478,"[""Full sun"", ""part shade""]",Average,False,-23.3
1479,"[""full sun""]",Average,True,-23.3
1480,"[""Full sun"", ""part shade""]",Average,False,-23.3
1481,"[""Full sun"", ""part shade""]",Average,True,-28.9
1482,"[""Full sun"", ""part shade""]",Average,True,-28.9
1483,"[""Full sun"", ""part shade""]",Average,True,-28.9
1484,"[""Full sun"", ""part shade""]",Average,True,-28.9
